Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-05-15 13:40:00,61.6600000000,30.2440000000,0.4510000000,346.4170000000,0.4490000000,18.2050000000,751.4943008145,36.9550000000,1.9010000000,258.6500000000
Площадка 21 414,2025-05-15 14:00:00,62.9280000000,29.1150000000,0.5160000000,334.7600000000,0.7380000000,18.4600000000,751.5993094501,35.7500000000,2.3670000000,251.8000000000
Площадка 21 414,2025-05-15 14:20:00,62.0770000000,28.5370000000,0.4370000000,348.7840000000,0.5540000000,18.1300000000,751.6668150016,35.0200000000,2.4760000000,259.9000000000
Площадка 21 414,2025-05-15 14:40:00,62.6040000000,27.6410000000,0.4740000000,343.4690000000,0.5000000000,17.8300000000,751.7418211699,35.7900000000,2.0300000000,258.4500000000
Площадка 21 414,2025-05-15 15:00:00,63.1630000000,24.0270000000,0.4130000000,357.8710000000,0.5770000000,17.3550000000,751.9218359738,37.1700000000,1.6210000000,257.8500000000
Площадка 21 414,2025-05-15 15:20:00,63.7540000000,21.5630000000,0.4000000000,373.1080000000,0.4170000000,16.6300000000,752.0943501609,39.3300000000,1.2490000000,246.3000000000
Площадка 21 414,2025-05-15 15:40:00,62.6820000000,22.7450000000,0.3420000000,374.6290000000,0.6120000000,16.1900000000,752.3643723668,40.2500000000,1.6680000000,256.8000000000
Площадка 21 414,2025-05-15 16:00:00,62.8930000000,24.0180000000,0.2770000000,381.1920000000,0.4140000000,16.0400000000,752.5293859370,40.3800000000,1.3990000000,259.9000000000
Площадка 21 414,2025-05-15 16:20:00,62.7840000000,22.5350000000,0.4030000000,389.0080000000,0.6300000000,15.6700000000,752.6643970400,41.9800000000,1.2090000000,262.1500000000
Площадка 21 414,2025-05-15 16:40:00,62.4100000000,18.2200000000,0.3910000000,396.9220000000,0.4250000000,15.1050000000,752.7919075261,44.4650000000,0.8600000000,256.8000000000
Площадка 21 414,2025-05-15 17:00:00,61.8860000000,17.0810000000,0.3910000000,391.0840000000,0.4930000000,14.7650000000,753.0844315824,46.3300000000,1.4990000000,256.7500000000
Площадка 21 414,2025-05-15 17:20:00,60.0520000000,20.9470000000,0.3960000000,358.9310000000,0.3910000000,13.8950000000,753.5119667417,52.9250000000,1.2600000000,276.4500000000
Площадка 21 414,2025-05-15 17:40:00,60.8300000000,21.4670000000,0.4000000000,451.2450000000,0.4260000000,13.0600000000,753.7594870971,57.5100000000,0.8140000000,273.7000000000
Площадка 21 414,2025-05-15 18:00:00,62.0960000000,17.0930000000,0.3990000000,477.9180000000,0.4940000000,12.5050000000,753.8944982001,58.7350000000,0.4340000000,278.2500000000
Площадка 21 414,2025-05-15 18:20:00,57.0010000000,12.1820000000,0.5090000000,412.0810000000,0.6970000000,11.4850000000,754.0070074525,62.5850000000,0.1500000000,273.0500000000
Площадка 21 414,2025-05-15 18:40:00,53.9140000000,5.3260000000,0.3570000000,472.5430000000,0.4700000000,10.0250000000,754.0895142377,69.0350000000,0.1500000000,234.4000000000
Площадка 21 414,2025-05-15 19:00:00,51.2360000000,7.6880000000,0.4760000000,454.4260000000,0.3720000000,9.5600000000,754.2320259574,70.6800000000,0.1580000000,202.5500000000
Площадка 21 414,2025-05-15 19:20:00,48.1140000000,10.3910000000,0.3140000000,416.5990000000,0.5360000000,9.3300000000,754.2920308921,70.9600000000,0.2260000000,192.9500000000
Площадка 21 414,2025-05-15 19:40:00,47.3770000000,15.2070000000,0.4400000000,380.1650000000,0.5580000000,9.4750000000,754.3595364435,69.4800000000,0.2190000000,193.6500000000
Площадка 21 414,2025-05-15 20:00:00,46.6440000000,16.7380000000,0.3070000000,359.8770000000,0.5220000000,9.5450000000,754.4495438455,68.7700000000,0.1780000000,189.6500000000
Площадка 21 414,2025-05-15 20:20:00,40.1890000000,11.5800000000,1.0370000000,363.5490000000,0.5580000000,8.7100000000,754.5545524811,72.5600000000,0.1540000000,164.9500000000
Площадка 21 414,2025-05-15 20:40:00,36.5250000000,11.0410000000,0.5720000000,359.5780000000,0.5000000000,7.6800000000,754.6520604999,76.6100000000,0.2210000000,171.1000000000
Площадка 21 414,2025-05-15 21:00:00,42.2190000000,15.0560000000,0.1690000000,340.7170000000,0.5990000000,8.4550000000,754.7270666682,71.9300000000,0.2510000000,190.9000000000
Площадка 21 414,2025-05-15 21:20:00,42.0480000000,14.4430000000,0.2390000000,350.3570000000,0.5060000000,8.8050000000,754.8695783880,70.3050000000,0.1510000000,222.7000000000
Площадка 21 414,2025-05-15 21:40:00,41.2380000000,14.7140000000,0.4440000000,371.2870000000,0.5180000000,8.6400000000,755.0420925751,70.7400000000,0.2330000000,193.2500000000
Площадка 21 414,2025-05-15 22:00:00,39.2660000000,19.8380000000,0.3900000000,337.3120000000,0.6050000000,8.3850000000,755.1546018275,71.5050000000,0.3960000000,197.5000000000
Площадка 21 414,2025-05-15 22:20:00,39.3840000000,21.6320000000,0.3550000000,325.0660000000,0.5860000000,8.6100000000,755.2521098463,69.7950000000,0.6630000000,194.6000000000
Площадка 21 414,2025-05-15 22:40:00,39.1380000000,21.2700000000,0.3900000000,326.7620000000,0.5450000000,8.6800000000,755.3646190988,69.1500000000,0.7700000000,195.4000000000
Площадка 21 414,2025-05-15 23:00:00,33.1780000000,17.8380000000,0.4920000000,334.8430000000,0.5210000000,7.7550000000,755.4696277344,73.4300000000,0.1620000000,185.1000000000
Площадка 21 414,2025-05-15 23:20:00,31.0770000000,15.8170000000,0.2950000000,331.8890000000,0.6100000000,6.8250000000,755.6346413046,76.6450000000,0.1500000000,195.7500000000
Площадка 21 414,2025-05-15 23:40:00,29.0610000000,15.4900000000,0.4060000000,326.8590000000,0.5260000000,6.1650000000,755.8296573422,79.5300000000,0.1500000000,129.2500000000
Площадка 21 414,2025-05-16 00:00:00,28.2000000000,15.5750000000,0.2940000000,327.7940000000,0.3910000000,5.9550000000,755.9421665947,81.0800000000,0.1500000000,117.7500000000
Площадка 21 414,2025-05-16 00:20:00,27.6140000000,14.5720000000,0.3370000000,320.7290000000,0.5050000000,5.6550000000,756.0696770808,82.8550000000,0.1500000000,106.6500000000
Площадка 21 414,2025-05-16 00:40:00,27.1510000000,15.0500000000,0.3960000000,322.9370000000,0.6740000000,5.6000000000,756.1446832491,83.4350000000,0.1500000000,109.6000000000
Площадка 21 414,2025-05-16 01:00:00,27.0850000000,15.2890000000,0.3270000000,316.3750000000,0.5300000000,5.5350000000,756.2271900342,84.0000000000,0.1500000000,98.3500000000
Площадка 21 414,2025-05-16 01:20:00,26.8950000000,14.8400000000,0.3560000000,324.5990000000,0.4290000000,5.5000000000,756.3471999035,84.9550000000,0.1510000000,91.2000000000
Площадка 21 414,2025-05-16 01:40:00,26.5740000000,13.0660000000,0.3640000000,348.9500000000,0.5000000000,5.6000000000,756.4672097728,85.6700000000,0.1500000000,90.4500000000
Площадка 21 414,2025-05-16 02:00:00,26.5510000000,13.7850000000,0.6240000000,323.2900000000,0.5030000000,5.7300000000,756.5422159411,85.7150000000,0.1510000000,121.2500000000
Площадка 21 414,2025-05-16 02:20:00,26.0390000000,14.3450000000,0.2930000000,317.1370000000,0.5480000000,5.9200000000,756.6097214925,85.7950000000,0.2310000000,197.4500000000
Площадка 21 414,2025-05-16 02:40:00,28.3160000000,13.4040000000,0.4130000000,329.2780000000,0.3830000000,6.7500000000,756.7072295113,85.0250000000,0.2350000000,190.1500000000
Площадка 21 414,2025-05-16 03:00:00,31.0570000000,12.9800000000,0.2120000000,333.8620000000,0.4400000000,8.0250000000,756.7897362965,81.5950000000,0.3080000000,186.3500000000
Площадка 21 414,2025-05-16 03:20:00,32.3960000000,14.4460000000,0.2790000000,342.1730000000,0.4850000000,10.4850000000,756.9022455489,73.6450000000,0.2440000000,151.2500000000
Площадка 21 414,2025-05-16 03:40:00,33.3230000000,15.6030000000,0.3090000000,339.5690000000,0.4870000000,11.6850000000,756.9547498667,68.9350000000,0.3070000000,151.9500000000
Площадка 21 414,2025-05-16 04:00:00,36.7740000000,17.2720000000,0.3570000000,340.4720000000,0.4500000000,14.6850000000,756.9922529509,60.0400000000,0.3300000000,155.4000000000
Площадка 21 414,2025-05-16 04:20:00,41.8950000000,18.0150000000,0.4930000000,350.7110000000,0.4860000000,16.3900000000,756.9697511004,53.1900000000,0.5730000000,171.0000000000
Площадка 21 414,2025-05-16 04:40:00,45.8020000000,19.9730000000,0.4020000000,336.1210000000,0.5830000000,17.1650000000,757.0597585023,49.4450000000,0.4960000000,169.5500000000
Площадка 21 414,2025-05-16 05:00:00,49.0340000000,22.0580000000,0.4290000000,345.3570000000,0.5350000000,18.8950000000,757.0447572687,43.6950000000,0.4950000000,205.4500000000
Площадка 21 414,2025-05-16 05:20:00,51.8640000000,20.7620000000,0.3920000000,360.4120000000,0.4050000000,19.6050000000,757.0522578855,42.3500000000,0.3390000000,228.1000000000
Площадка 21 414,2025-05-16 05:40:00,49.9540000000,22.6610000000,0.4160000000,359.0560000000,0.5990000000,21.1350000000,757.0447572687,39.9800000000,0.3190000000,208.9500000000
Площадка 21 414,2025-05-16 06:00:00,55.5200000000,24.1740000000,0.3650000000,364.5930000000,0.4820000000,20.6200000000,757.0147548014,40.2700000000,0.5030000000,228.3000000000
Площадка 21 414,2025-05-16 06:20:00,55.2620000000,26.2090000000,0.3960000000,345.8900000000,0.5350000000,21.2350000000,757.0372566519,39.1950000000,0.6260000000,232.1500000000
Площадка 21 414,2025-05-16 06:40:00,59.0230000000,25.3030000000,0.3980000000,351.9100000000,0.5170000000,22.0700000000,757.0822603528,38.1650000000,0.3500000000,230.9500000000
Площадка 21 414,2025-05-16 07:00:00,59.1770000000,27.2100000000,0.3510000000,343.1350000000,0.5160000000,22.1900000000,757.1497659043,38.1350000000,0.8410000000,223.1000000000
Площадка 21 414,2025-05-16 07:20:00,62.1600000000,26.9750000000,0.4740000000,362.1790000000,0.4710000000,22.1550000000,757.2472739231,37.4950000000,0.9410000000,252.3000000000
Площадка 21 414,2025-05-16 07:40:00,62.1120000000,28.6100000000,0.4330000000,341.3340000000,0.4480000000,22.5500000000,757.3447819419,37.3200000000,1.1150000000,228.7000000000
Площадка 21 414,2025-05-16 08:00:00,62.4990000000,27.2000000000,0.3900000000,345.9600000000,0.4960000000,21.8850000000,757.3372813251,38.6550000000,1.4570000000,256.3500000000
Площадка 21 414,2025-05-16 08:20:00,64.1340000000,29.5750000000,0.4880000000,334.3340000000,0.4120000000,21.6900000000,757.4047868765,37.2400000000,2.1130000000,257.6000000000
Площадка 21 414,2025-05-16 08:40:00,64.9650000000,30.5310000000,0.4560000000,339.3450000000,0.6440000000,21.6400000000,757.3897856429,37.4400000000,1.6420000000,253.1500000000
Площадка 21 414,2025-05-16 09:00:00,66.8610000000,30.8460000000,0.3520000000,345.8770000000,0.4720000000,21.5500000000,757.3897856429,37.3350000000,2.0300000000,262.6500000000
Площадка 21 414,2025-05-16 09:20:00,65.4490000000,29.8170000000,0.4540000000,337.3070000000,0.4580000000,22.4750000000,757.3747844092,36.4000000000,1.3330000000,234.5500000000
Площадка 21 414,2025-05-16 09:40:00,65.9600000000,30.1180000000,0.4890000000,339.2670000000,0.5440000000,21.6500000000,757.2922776241,37.2550000000,1.7430000000,255.7500000000
Площадка 21 414,2025-05-16 10:00:00,68.5100000000,29.5650000000,0.3750000000,342.2720000000,0.4930000000,22.1850000000,757.2322726894,36.0000000000,1.7480000000,256.4000000000
Площадка 21 414,2025-05-16 10:20:00,66.5320000000,30.9650000000,0.4290000000,346.6820000000,0.5000000000,22.4250000000,757.2922776241,35.8950000000,1.3170000000,237.3500000000
Площадка 21 414,2025-05-16 10:40:00,68.4880000000,32.6310000000,0.4250000000,348.6270000000,0.5600000000,21.9500000000,757.2472739231,35.5550000000,2.2970000000,257.8000000000
Площадка 21 414,2025-05-16 11:00:00,69.0760000000,31.9470000000,0.4230000000,345.2230000000,0.4910000000,22.3350000000,757.2247720726,35.0250000000,2.1320000000,248.4500000000
Площадка 21 414,2025-05-16 11:20:00,68.3260000000,31.8250000000,0.3790000000,329.9040000000,0.3960000000,22.6200000000,757.2397733063,35.2150000000,1.4270000000,232.9500000000
Площадка 21 414,2025-05-16 11:40:00,69.6550000000,32.5780000000,0.4240000000,334.8860000000,0.6610000000,22.5700000000,757.2247720726,34.8350000000,1.7970000000,244.2500000000
Площадка 21 414,2025-05-16 12:00:00,70.7720000000,30.6300000000,0.4250000000,340.2930000000,0.4360000000,22.9700000000,757.0972615865,34.6250000000,1.7200000000,258.3500000000
Площадка 21 414,2025-05-16 12:20:00,70.5670000000,33.1200000000,0.4030000000,347.8730000000,0.5740000000,22.8450000000,756.9997535677,34.6350000000,1.9990000000,253.9000000000
Площадка 21 414,2025-05-16 12:40:00,70.3330000000,32.0550000000,0.4260000000,340.2900000000,0.4340000000,22.9750000000,756.9547498667,34.9100000000,1.0790000000,222.4000000000
Площадка 21 414,2025-05-16 13:00:00,72.1270000000,30.4790000000,0.4760000000,358.5560000000,0.5160000000,22.4150000000,756.9472492499,35.3650000000,1.5830000000,248.9000000000
Площадка 21 414,2025-05-16 13:20:00,74.1790000000,25.9640000000,0.4420000000,377.8450000000,0.4260000000,22.6900000000,756.8872443153,35.4250000000,1.3720000000,246.7500000000
Площадка 21 414,2025-05-16 13:40:00,73.6500000000,28.9650000000,0.5290000000,391.7370000000,0.3920000000,22.4200000000,756.8122381470,35.4750000000,1.8020000000,262.0500000000
Площадка 21 414,2025-05-16 14:00:00,71.2940000000,31.8310000000,0.5090000000,384.0150000000,0.5380000000,22.2150000000,756.8347399974,36.7300000000,1.7760000000,256.5500000000
Площадка 21 414,2025-05-16 14:20:00,71.7350000000,29.8350000000,0.6130000000,391.8860000000,0.4080000000,22.0300000000,756.8272393806,37.7550000000,1.7700000000,259.0000000000
Площадка 21 414,2025-05-16 14:40:00,69.9400000000,30.6430000000,0.3940000000,388.9240000000,0.5120000000,21.6900000000,756.9322480162,38.4100000000,1.7400000000,252.5500000000
Площадка 21 414,2025-05-16 15:00:00,69.9280000000,27.9690000000,0.3760000000,396.2810000000,0.5260000000,21.8500000000,756.9172467826,38.5950000000,0.6910000000,251.6000000000
Площадка 21 414,2025-05-16 15:20:00,70.2660000000,27.9300000000,0.4860000000,402.0890000000,0.5150000000,21.3600000000,756.8872443153,39.8300000000,1.7350000000,266.0000000000
Площадка 21 414,2025-05-16 15:40:00,70.6520000000,26.1170000000,0.4730000000,403.7380000000,0.5330000000,20.6800000000,756.8722430816,41.7100000000,1.3530000000,260.2000000000
Площадка 21 414,2025-05-16 16:00:00,70.0850000000,29.9690000000,0.5580000000,380.6170000000,0.5780000000,19.9700000000,756.8572418479,43.1450000000,1.4670000000,270.6500000000
Площадка 21 414,2025-05-16 16:20:00,69.8710000000,30.5430000000,0.4170000000,383.1270000000,0.5070000000,19.4400000000,756.9397486331,44.3050000000,1.6580000000,261.5000000000
Площадка 21 414,2025-05-16 16:40:00,71.3920000000,28.1820000000,0.4380000000,394.8580000000,0.4840000000,19.1900000000,757.0372566519,42.7600000000,1.5120000000,265.1000000000
Площадка 21 414,2025-05-16 17:00:00,72.1160000000,26.1940000000,0.4040000000,402.3680000000,0.3870000000,18.6350000000,757.1197634370,44.5500000000,1.1140000000,239.0000000000
Площадка 21 414,2025-05-16 17:20:00,71.2080000000,28.5620000000,0.4850000000,422.4820000000,0.5320000000,18.2450000000,757.2697757736,45.0400000000,1.1130000000,237.5000000000
Площадка 21 414,2025-05-16 17:40:00,71.7050000000,26.2030000000,0.4630000000,413.8900000000,0.5090000000,18.0450000000,757.3672837924,45.4300000000,1.2400000000,201.7000000000
Площадка 21 414,2025-05-16 18:00:00,71.3600000000,23.9510000000,0.4280000000,436.5420000000,0.5530000000,17.7100000000,757.4122874934,46.0750000000,0.7900000000,204.3000000000
Площадка 21 414,2025-05-16 18:20:00,71.3860000000,19.7880000000,0.4400000000,452.1300000000,0.4960000000,17.0900000000,757.4122874934,47.8600000000,0.6760000000,221.7000000000
Площадка 21 414,2025-05-16 18:40:00,71.8130000000,14.6580000000,0.3880000000,523.4360000000,0.4440000000,16.5900000000,757.4197881102,49.4150000000,0.2030000000,235.7500000000
Площадка 21 414,2025-05-16 19:00:00,73.7470000000,2.5990000000,0.3770000000,593.1180000000,0.5290000000,15.9850000000,757.4422899607,51.9000000000,0.1500000000,235.8000000000
Площадка 21 414,2025-05-16 19:20:00,67.2330000000,1.2220000000,0.3220000000,565.4290000000,0.5010000000,14.6250000000,757.5097955121,57.7050000000,0.1500000000,239.0000000000
Площадка 21 414,2025-05-16 19:40:00,58.4550000000,7.0680000000,0.4010000000,518.9020000000,0.3690000000,13.4200000000,757.5472985963,62.5550000000,0.1500000000,241.2000000000
Площадка 21 414,2025-05-16 20:00:00,52.8750000000,3.7820000000,4.1370000000,527.5080000000,0.5140000000,12.5700000000,757.6298053814,66.9950000000,0.1500000000,286.7500000000
Площадка 21 414,2025-05-16 20:20:00,48.5670000000,4.5190000000,5.3680000000,614.5290000000,0.4240000000,12.0050000000,757.6748090824,69.4050000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 20:40:00,45.1380000000,1.5840000000,3.3110000000,722.9360000000,0.3780000000,11.5550000000,757.7723171012,71.1450000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 21:00:00,42.3530000000,1.3490000000,1.6530000000,704.3440000000,0.4630000000,11.0750000000,757.7873183349,73.0800000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 21:20:00,40.4460000000,2.7410000000,0.6580000000,578.9540000000,0.3770000000,10.7000000000,757.7948189517,75.1350000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 21:40:00,37.5070000000,6.6220000000,0.5640000000,504.9660000000,0.3380000000,10.4050000000,757.7948189517,76.5450000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 22:00:00,36.7000000000,13.2750000000,1.7470000000,513.2650000000,0.5350000000,10.2800000000,757.8623245032,77.8250000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 22:20:00,34.6690000000,10.0900000000,0.5630000000,691.6290000000,0.4770000000,9.9300000000,757.8623245032,79.1750000000,0.1500000000,294.0000000000
Площадка 21 414,2025-05-16 22:40:00,35.2170000000,4.2160000000,1.6000000000,678.4850000000,0.4190000000,9.5450000000,757.9223294378,80.8950000000,0.1500000000,290.4500000000
Площадка 21 414,2025-05-16 23:00:00,35.8120000000,6.6360000000,1.3910000000,589.7100000000,0.4220000000,9.5400000000,758.0198374566,81.4450000000,0.1520000000,214.2500000000
Площадка 21 414,2025-05-16 23:20:00,36.2280000000,1.9660000000,1.5600000000,575.3200000000,0.4970000000,9.2650000000,758.0648411576,82.2800000000,0.1500000000,202.0000000000
Площадка 21 414,2025-05-16 23:40:00,33.9930000000,2.9170000000,0.8990000000,573.0260000000,0.3810000000,9.0700000000,758.0273380734,83.0800000000,0.1500000000,202.0000000000
Площадка 21 414,2025-05-17 00:00:00,34.1300000000,2.8360000000,1.5840000000,560.3560000000,0.5950000000,8.9700000000,758.0723417744,83.6250000000,0.1500000000,202.0000000000
Площадка 21 414,2025-05-17 00:20:00,30.4020000000,4.6810000000,3.1620000000,473.5540000000,0.5610000000,8.7550000000,758.0948436249,83.6700000000,0.1500000000,207.0500000000
Площадка 21 414,2025-05-17 00:40:00,30.3810000000,5.6540000000,1.1560000000,536.4820000000,0.5280000000,8.4800000000,758.1023442417,84.2900000000,0.1500000000,145.4000000000
Площадка 21 414,2025-05-17 01:00:00,29.7990000000,4.3980000000,0.9580000000,681.7260000000,0.5630000000,8.3450000000,758.1473479427,85.6500000000,0.1500000000,143.8000000000
Площадка 21 414,2025-05-17 01:20:00,32.7880000000,0.6360000000,1.2880000000,546.3640000000,0.4840000000,8.3050000000,758.1473479427,86.1550000000,0.1500000000,167.2000000000
Площадка 21 414,2025-05-17 01:40:00,31.4120000000,1.0540000000,1.5120000000,518.8670000000,0.4980000000,8.2250000000,758.1623491764,86.5000000000,0.1500000000,175.8500000000
Площадка 21 414,2025-05-17 02:00:00,32.4440000000,1.2020000000,1.2790000000,499.3090000000,0.3990000000,8.4150000000,758.2373553447,86.9050000000,0.1500000000,154.4000000000
Площадка 21 414,2025-05-17 02:20:00,33.4970000000,3.5060000000,0.9080000000,486.2320000000,0.4880000000,8.7550000000,758.2448559615,86.4500000000,0.1500000000,151.5500000000
Площадка 21 414,2025-05-17 02:40:00,31.7310000000,7.2690000000,0.8080000000,481.7540000000,0.4170000000,9.2350000000,758.3273627466,85.7300000000,0.1500000000,149.2500000000
Площадка 21 414,2025-05-17 03:00:00,29.7950000000,7.4420000000,0.6250000000,569.9360000000,0.5330000000,10.1150000000,758.3648658308,83.9000000000,0.1570000000,128.4000000000
Площадка 21 414,2025-05-17 03:20:00,38.5640000000,1.1170000000,0.7500000000,513.4880000000,0.3920000000,12.1500000000,758.3723664476,77.5250000000,0.1620000000,123.8000000000
Площадка 21 414,2025-05-17 03:40:00,42.3540000000,2.8530000000,0.6910000000,577.3620000000,0.5600000000,13.3450000000,758.4698744664,73.6000000000,0.1550000000,139.5000000000
Площадка 21 414,2025-05-17 04:00:00,47.1540000000,10.8850000000,0.3130000000,499.0050000000,0.3490000000,15.9150000000,758.6123861862,65.0400000000,0.1530000000,118.4500000000
Площадка 21 414,2025-05-17 04:20:00,49.8520000000,12.5820000000,0.1510000000,495.6560000000,0.4030000000,18.2500000000,758.6798917376,56.7050000000,0.1500000000,49.8500000000
Площадка 21 414,2025-05-17 04:40:00,43.9560000000,10.2060000000,0.5360000000,515.3380000000,0.5350000000,19.2950000000,758.6123861862,54.8200000000,0.1500000000,56.8000000000
Площадка 21 414,2025-05-17 05:00:00,48.4360000000,16.0750000000,0.3400000000,486.8340000000,0.6160000000,21.2600000000,758.4923763169,47.8700000000,0.1500000000,113.6000000000
Площадка 21 414,2025-05-17 05:20:00,51.5210000000,21.7340000000,0.6500000000,460.6220000000,0.4770000000,21.5000000000,758.4623738496,46.6850000000,0.1620000000,202.0500000000
Площадка 21 414,2025-05-17 05:40:00,49.3040000000,22.1100000000,1.2210000000,442.7230000000,0.4930000000,22.8600000000,758.4473726159,44.2000000000,0.1920000000,98.7500000000
Площадка 21 414,2025-05-17 06:00:00,55.2650000000,23.2820000000,0.5880000000,443.8490000000,0.5050000000,23.5200000000,758.4398719991,41.7700000000,0.3260000000,94.4500000000
Площадка 21 414,2025-05-17 06:20:00,52.3630000000,23.1750000000,0.4530000000,431.4630000000,0.4130000000,24.0470000000,758.3873676813,41.8890000000,0.2550000000,174.5260000000
Площадка 21 414,2025-05-17 06:40:00,60.8530000000,26.5380000000,0.4330000000,448.7390000000,0.6210000000,24.2850000000,758.3873676813,40.4500000000,0.2320000000,141.4000000000
Площадка 21 414,2025-05-17 07:00:00,68.2570000000,18.1140000000,0.2980000000,461.6060000000,0.3510000000,25.0550000000,758.3723664476,40.7950000000,0.2530000000,144.2000000000
Площадка 21 414,2025-05-17 07:20:00,61.8750000000,24.2970000000,0.4350000000,428.3230000000,0.5010000000,26.1700000000,758.2598571951,38.3200000000,0.3240000000,172.4000000000
Площадка 21 414,2025-05-17 07:40:00,63.8490000000,27.4940000000,0.5740000000,421.7200000000,0.5510000000,26.0150000000,758.1698497932,36.7400000000,0.7280000000,186.8000000000
Площадка 21 414,2025-05-17 08:00:00,67.0740000000,30.1390000000,0.4860000000,426.1150000000,0.6120000000,25.6500000000,758.0798423912,35.5250000000,0.5090000000,246.5000000000
Площадка 21 414,2025-05-17 08:20:00,68.7760000000,27.4350000000,0.3470000000,433.4470000000,0.4640000000,25.5100000000,758.0348386902,35.7600000000,0.7700000000,295.7000000000
Площадка 21 414,2025-05-17 08:40:00,71.2240000000,33.8640000000,0.4500000000,417.5210000000,0.4130000000,24.7300000000,757.9748337556,33.6600000000,0.7970000000,283.4500000000
Площадка 21 414,2025-05-17 09:00:00,71.9860000000,36.0240000000,0.4620000000,410.4260000000,0.5790000000,24.9550000000,757.8773257368,31.9900000000,0.9400000000,287.1000000000
Площадка 21 414,2025-05-17 09:20:00,72.1070000000,35.6010000000,0.4760000000,400.6660000000,0.4710000000,24.8900000000,757.7873183349,30.5900000000,1.4310000000,275.9500000000
Площадка 21 414,2025-05-17 09:40:00,72.0140000000,35.1360000000,0.4650000000,405.5230000000,0.4060000000,25.0300000000,757.7123121666,30.5600000000,1.2660000000,289.2500000000
Площадка 21 414,2025-05-17 10:00:00,72.6370000000,35.3040000000,0.4620000000,391.0720000000,0.5350000000,24.9050000000,757.6523072319,30.6100000000,1.6280000000,270.7000000000
Площадка 21 414,2025-05-17 10:20:00,72.6080000000,35.5210000000,0.5640000000,388.9600000000,0.3920000000,24.7050000000,757.5247967458,30.4650000000,1.8000000000,281.5000000000
Площадка 21 414,2025-05-17 10:40:00,73.9520000000,31.0490000000,0.4520000000,401.7780000000,2.2360000000,24.7450000000,757.4872936616,30.9750000000,1.7400000000,282.0000000000
Площадка 21 414,2025-05-17 11:00:00,74.1940000000,31.5510000000,0.5320000000,397.0230000000,0.4570000000,24.5300000000,757.5172961290,32.0750000000,1.3430000000,287.4000000000
Площадка 21 414,2025-05-17 11:20:00,73.9950000000,34.6980000000,0.4580000000,394.0070000000,0.4900000000,24.3450000000,757.4947942785,32.7600000000,1.4950000000,283.6500000000
Площадка 21 414,2025-05-17 11:40:00,74.3480000000,35.5560000000,0.5730000000,394.5140000000,0.3970000000,24.1150000000,757.3972862597,32.6850000000,1.2060000000,280.6500000000
Площадка 21 414,2025-05-17 12:00:00,74.2960000000,35.1230000000,0.3720000000,386.7280000000,0.4250000000,24.6700000000,757.2847770072,31.8600000000,1.2590000000,273.8500000000
Площадка 21 414,2025-05-17 12:20:00,74.0550000000,35.9130000000,0.6300000000,379.4080000000,0.5990000000,24.6850000000,757.2022702221,31.2200000000,1.7820000000,276.5500000000
Площадка 21 414,2025-05-17 12:40:00,73.8290000000,36.1000000000,0.5110000000,381.8080000000,0.3580000000,24.7000000000,757.1122628202,30.4800000000,1.6580000000,277.9500000000
Площадка 21 414,2025-05-17 13:00:00,73.0160000000,34.9330000000,0.4970000000,387.1780000000,0.5110000000,25.3150000000,757.0297560350,29.8600000000,1.1660000000,282.8500000000
Площадка 21 414,2025-05-17 13:20:00,74.6720000000,33.5540000000,0.4750000000,385.3970000000,0.4580000000,25.3100000000,756.9172467826,30.5000000000,1.3480000000,280.1000000000
Площадка 21 414,2025-05-17 13:40:00,74.5980000000,35.2080000000,0.5500000000,402.4060000000,0.5720000000,25.3200000000,756.7822356796,30.4050000000,1.3610000000,275.3500000000
Площадка 21 414,2025-05-17 14:00:00,72.2730000000,38.7420000000,0.4600000000,388.0950000000,0.5770000000,25.3630000000,756.7297313618,29.4680000000,1.1620000000,271.0530000000
Площадка 21 414,2025-05-17 14:20:00,73.5520000000,39.2160000000,0.6220000000,396.0460000000,0.6040000000,25.8000000000,756.6322233430,29.2200000000,0.8380000000,285.6000000000
Площадка 21 414,2025-05-17 14:40:00,72.9940000000,38.6580000000,0.5190000000,382.5780000000,0.6270000000,25.5950000000,756.5797190252,29.5850000000,0.5810000000,281.3500000000
Площадка 21 414,2025-05-17 15:00:00,73.6940000000,37.4280000000,0.5570000000,385.9260000000,0.6530000000,25.2900000000,756.4672097728,29.8900000000,0.7860000000,273.5500000000
Площадка 21 414,2025-05-17 15:20:00,75.0370000000,37.6170000000,0.5070000000,398.1580000000,0.4870000000,24.8000000000,756.3772023708,30.3150000000,0.9490000000,276.2500000000
Площадка 21 414,2025-05-17 15:40:00,76.0540000000,38.2870000000,0.4850000000,392.4120000000,0.4200000000,24.1550000000,756.3021962025,31.0550000000,1.1040000000,274.3000000000
