Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-05-07 14:20:00,49.9340000000,34.7880000000,0.2640000000,343.5530000000,0.5080000000,13.5350000000,753.1744389844,38.9650000000,0.1590000000,93.1000000000
Площадка 21 414,2025-05-07 14:40:00,50.1250000000,33.4820000000,0.2640000000,339.6980000000,0.4990000000,13.5350000000,752.9869235637,39.6450000000,0.1750000000,82.7000000000
Площадка 21 414,2025-05-07 15:00:00,49.8400000000,32.1780000000,0.2580000000,348.9410000000,0.5040000000,13.4650000000,752.9119173954,40.3050000000,0.1520000000,194.9500000000
Площадка 21 414,2025-05-07 15:20:00,50.0990000000,32.1810000000,0.3070000000,354.2590000000,0.5720000000,12.9500000000,752.8519124607,40.9150000000,0.1500000000,345.7500000000
Площадка 21 414,2025-05-07 15:40:00,50.0010000000,31.6640000000,0.2330000000,367.8540000000,0.5520000000,12.5200000000,752.7844069092,41.5350000000,0.1500000000,345.9500000000
Площадка 21 414,2025-05-07 16:00:00,46.7180000000,30.3330000000,0.7860000000,343.3400000000,0.5710000000,12.2100000000,752.7469038251,45.6150000000,0.1500000000,346.0000000000
Площадка 21 414,2025-05-07 16:20:00,46.4160000000,30.8670000000,0.3430000000,337.5340000000,0.4710000000,11.9100000000,752.6493958063,46.0900000000,0.1500000000,345.9500000000
Площадка 21 414,2025-05-07 16:40:00,46.9270000000,27.6810000000,0.3190000000,360.9730000000,0.4930000000,11.2000000000,752.6118927222,47.6850000000,0.1500000000,345.9000000000
Площадка 21 414,2025-05-07 17:00:00,48.7330000000,22.7130000000,0.2130000000,395.0720000000,0.3840000000,10.4600000000,752.5518877875,49.8050000000,0.1500000000,345.6500000000
Площадка 21 414,2025-05-07 17:20:00,46.0570000000,15.6320000000,1.2220000000,392.4500000000,0.5240000000,9.7150000000,752.6493958063,55.2400000000,0.1500000000,345.6000000000
Площадка 21 414,2025-05-07 17:40:00,48.4190000000,16.1640000000,0.3080000000,368.3550000000,0.4590000000,9.3750000000,752.6568964231,56.5000000000,0.1500000000,345.7500000000
Площадка 21 414,2025-05-07 18:00:00,43.9400000000,16.5790000000,0.4660000000,378.0540000000,0.5830000000,8.5050000000,752.5593884043,62.3550000000,0.1500000000,345.4500000000
Площадка 21 414,2025-05-07 18:20:00,44.3910000000,2.7640000000,5.4440000000,584.3050000000,0.3060000000,8.2700000000,752.5143847034,66.8750000000,0.1500000000,345.7000000000
Площадка 21 414,2025-05-07 18:40:00,38.4490000000,6.6860000000,7.2740000000,516.8540000000,0.5510000000,7.9250000000,752.4543797687,67.5950000000,0.1500000000,345.6500000000
Площадка 21 414,2025-05-07 19:00:00,41.5600000000,5.0720000000,10.9180000000,581.7260000000,0.3890000000,7.8600000000,752.3643723668,65.9100000000,0.1500000000,345.8000000000
Площадка 21 414,2025-05-07 19:20:00,42.0560000000,0.7210000000,13.7300000000,625.2190000000,0.5630000000,7.8800000000,752.3118680490,67.3100000000,0.1500000000,345.8000000000
Площадка 21 414,2025-05-07 19:40:00,41.6210000000,0.5270000000,8.7180000000,692.0760000000,0.5310000000,7.6300000000,752.2893661985,69.2700000000,0.1500000000,345.9000000000
Площадка 21 414,2025-05-07 20:00:00,37.3620000000,4.1080000000,4.5090000000,584.7370000000,3.2700000000,7.6200000000,752.1543550955,71.0800000000,0.1500000000,345.7000000000
Площадка 21 414,2025-05-07 20:20:00,32.4430000000,8.6400000000,2.5820000000,499.1530000000,4.3540000000,7.6000000000,752.1243526282,72.9250000000,0.1500000000,345.8000000000
Площадка 21 414,2025-05-07 20:40:00,29.5680000000,12.0920000000,2.1130000000,451.9550000000,3.2600000000,7.4050000000,751.9818409084,76.6200000000,0.1500000000,346.0000000000
Площадка 21 414,2025-05-07 21:00:00,28.0980000000,11.7250000000,1.5780000000,479.1600000000,2.7280000000,7.4650000000,751.9368372075,77.4200000000,0.1500000000,345.7500000000
Площадка 21 414,2025-05-07 21:20:00,27.1350000000,13.1070000000,2.1490000000,515.1990000000,4.8730000000,7.3950000000,751.8468298055,75.5200000000,0.1500000000,345.8500000000
Площадка 21 414,2025-05-07 21:40:00,29.6640000000,10.9940000000,1.5030000000,457.9390000000,0.6860000000,7.3650000000,751.7493217867,75.3400000000,0.1500000000,345.8000000000
Площадка 21 414,2025-05-07 22:00:00,30.0490000000,6.4730000000,1.0250000000,454.2150000000,0.4800000000,6.9600000000,751.6293119174,77.1700000000,0.1500000000,345.6500000000
Площадка 21 414,2025-05-07 22:20:00,29.1380000000,11.9350000000,0.2380000000,445.0790000000,0.4210000000,6.5850000000,751.5393045155,78.1700000000,0.1500000000,345.9000000000
Площадка 21 414,2025-05-07 22:40:00,28.1590000000,13.2350000000,0.3400000000,426.4000000000,0.5670000000,6.3950000000,751.4492971135,77.6500000000,0.1500000000,345.9500000000
Площадка 21 414,2025-05-07 23:00:00,27.7200000000,15.2470000000,0.4920000000,419.8270000000,0.5790000000,6.3100000000,751.3592897115,77.9350000000,0.1500000000,345.8500000000
Площадка 21 414,2025-05-07 23:20:00,27.7480000000,14.5480000000,0.4090000000,415.6350000000,0.4670000000,6.6400000000,751.2917841601,78.2400000000,0.1500000000,339.2000000000
Площадка 21 414,2025-05-07 23:40:00,28.2110000000,17.6180000000,0.5460000000,399.2300000000,0.4540000000,6.7150000000,751.1567730571,75.4450000000,0.1500000000,256.7000000000
Площадка 21 414,2025-05-08 00:00:00,32.6930000000,22.4070000000,0.4050000000,381.9540000000,0.5150000000,6.8800000000,751.1342712066,71.8100000000,0.1510000000,20.6000000000
Площадка 21 414,2025-05-08 00:20:00,33.5330000000,18.5490000000,0.2980000000,375.1660000000,0.5270000000,6.9600000000,751.0367631879,71.7000000000,0.1500000000,115.0000000000
Площадка 21 414,2025-05-08 00:40:00,31.0790000000,17.3540000000,0.2770000000,373.0660000000,0.4830000000,6.8400000000,750.9992601037,73.4000000000,0.1500000000,339.8000000000
Площадка 21 414,2025-05-08 01:00:00,30.3530000000,21.5600000000,0.3600000000,377.5500000000,0.6180000000,6.8200000000,750.8642490008,72.2750000000,0.1500000000,346.0000000000
Площадка 21 414,2025-05-08 01:20:00,31.0630000000,23.5930000000,0.3120000000,365.9210000000,0.5600000000,6.8400000000,750.8717496176,71.2600000000,0.2160000000,164.6500000000
Площадка 21 414,2025-05-08 01:40:00,34.0370000000,25.5770000000,0.3610000000,363.8640000000,0.6580000000,6.8000000000,750.8792502344,68.9300000000,0.3030000000,75.4000000000
Площадка 21 414,2025-05-08 02:00:00,32.6690000000,24.9810000000,0.2140000000,354.3350000000,0.5460000000,6.7800000000,750.7892428325,69.0100000000,0.1810000000,45.8500000000
Площадка 21 414,2025-05-08 02:20:00,30.5490000000,23.3140000000,0.2320000000,350.1370000000,0.4510000000,6.8000000000,750.7517397483,69.9050000000,0.1630000000,100.0500000000
Площадка 21 414,2025-05-08 02:40:00,29.8660000000,21.5270000000,0.1440000000,349.2190000000,0.4230000000,6.8200000000,750.7367385147,70.6350000000,0.1570000000,57.6500000000
Площадка 21 414,2025-05-08 03:00:00,32.3820000000,22.9750000000,0.2600000000,343.7680000000,0.4100000000,6.9800000000,750.6842341968,68.4550000000,0.1850000000,47.3500000000
Площадка 21 414,2025-05-08 03:20:00,32.6940000000,24.0290000000,0.2590000000,348.2080000000,0.4580000000,7.3050000000,750.6767335800,67.2700000000,0.2140000000,43.5500000000
Площадка 21 414,2025-05-08 03:40:00,30.6110000000,23.8040000000,0.3520000000,341.4990000000,0.6040000000,7.4700000000,750.6542317295,67.5450000000,0.1540000000,63.7000000000
Площадка 21 414,2025-05-08 04:00:00,29.0410000000,22.7720000000,0.3070000000,344.4330000000,0.4010000000,7.5800000000,750.5417224771,67.7450000000,0.1500000000,98.2000000000
Площадка 21 414,2025-05-08 04:20:00,28.4420000000,22.4990000000,0.3200000000,338.6080000000,0.4190000000,7.6850000000,750.4517150751,67.8350000000,0.1590000000,25.7500000000
Площадка 21 414,2025-05-08 04:40:00,27.3430000000,20.9680000000,0.2190000000,337.9930000000,0.4850000000,7.8200000000,750.4367138415,69.7650000000,0.1500000000,89.9000000000
Площадка 21 414,2025-05-08 05:00:00,26.2120000000,19.9810000000,0.3130000000,337.1780000000,0.6260000000,7.8850000000,750.3842095236,72.4850000000,0.1980000000,66.0000000000
Площадка 21 414,2025-05-08 05:20:00,26.5170000000,20.0270000000,0.3130000000,361.2390000000,0.5300000000,8.0150000000,750.3392058227,74.8050000000,0.1500000000,219.9500000000
Площадка 21 414,2025-05-08 05:40:00,28.4330000000,17.2410000000,0.2060000000,365.2740000000,0.5660000000,8.3600000000,750.3092033553,75.1350000000,0.1520000000,84.1500000000
Площадка 21 414,2025-05-08 06:00:00,28.8300000000,17.8440000000,0.4150000000,339.1380000000,0.4240000000,8.6350000000,750.3317052058,76.0100000000,0.1930000000,105.2000000000
Площадка 21 414,2025-05-08 06:20:00,29.3050000000,18.4020000000,0.1670000000,336.7380000000,0.4340000000,9.0200000000,750.3992107573,76.5900000000,0.2880000000,81.6500000000
Площадка 21 414,2025-05-08 06:40:00,34.1640000000,18.9490000000,0.2420000000,336.8690000000,0.4920000000,8.9650000000,750.4742169256,76.6500000000,0.3650000000,85.1500000000
Площадка 21 414,2025-05-08 07:00:00,36.4860000000,20.6300000000,0.2830000000,332.8340000000,0.4670000000,9.0400000000,750.4292132246,77.0150000000,0.3390000000,87.3000000000
Площадка 21 414,2025-05-08 07:20:00,39.6490000000,22.3680000000,0.3060000000,329.2940000000,0.4450000000,9.4300000000,750.3992107573,76.9350000000,0.2860000000,129.1000000000
Площадка 21 414,2025-05-08 07:40:00,40.3270000000,26.4350000000,0.2820000000,326.7870000000,0.5250000000,9.6400000000,750.4367138415,76.5250000000,0.3290000000,95.6500000000
Площадка 21 414,2025-05-08 08:00:00,42.8400000000,28.3990000000,0.2740000000,329.5920000000,0.4960000000,9.3800000000,750.4067113741,77.2400000000,0.2690000000,89.1500000000
Площадка 21 414,2025-05-08 08:20:00,46.9720000000,30.6200000000,0.3550000000,335.6990000000,0.4270000000,9.2300000000,750.3542070563,77.2400000000,0.4120000000,38.0000000000
Площадка 21 414,2025-05-08 08:40:00,48.8540000000,31.7420000000,0.3080000000,338.4880000000,0.6000000000,8.9800000000,750.3017027385,78.1050000000,0.5290000000,94.1000000000
Площадка 21 414,2025-05-08 09:00:00,49.1650000000,30.2870000000,0.3600000000,328.3490000000,0.4150000000,8.7700000000,750.2717002712,79.8700000000,0.2550000000,78.3000000000
Площадка 21 414,2025-05-08 09:20:00,48.7300000000,29.4630000000,0.4100000000,330.3690000000,0.5950000000,8.6850000000,750.2041947197,80.9000000000,0.4330000000,67.0500000000
Площадка 21 414,2025-05-08 09:40:00,48.4730000000,31.0670000000,0.3740000000,375.2070000000,0.5370000000,8.6900000000,750.1216879346,81.1600000000,0.7350000000,85.0000000000
Площадка 21 414,2025-05-08 10:00:00,48.1330000000,31.2150000000,0.3550000000,329.7670000000,0.5300000000,8.6650000000,750.1141873178,81.8400000000,0.4150000000,93.4000000000
Площадка 21 414,2025-05-08 10:20:00,48.4050000000,28.0940000000,0.4990000000,326.8260000000,0.5830000000,8.7600000000,750.0766842336,82.5250000000,1.0470000000,76.8500000000
Площадка 21 414,2025-05-08 10:40:00,48.1320000000,29.9110000000,0.3830000000,318.8400000000,0.5220000000,8.9550000000,750.1141873178,81.6500000000,0.6400000000,76.2500000000
Площадка 21 414,2025-05-08 11:00:00,47.7120000000,29.1120000000,0.3680000000,314.0550000000,0.5230000000,9.0400000000,750.1141873178,81.0850000000,0.7190000000,55.8500000000
Площадка 21 414,2025-05-08 11:20:00,47.1360000000,28.2300000000,0.3710000000,314.8610000000,0.3850000000,9.1500000000,750.0766842336,81.8050000000,0.4040000000,75.3000000000
Площадка 21 414,2025-05-08 11:40:00,46.3820000000,29.2650000000,0.3900000000,324.4180000000,0.3610000000,9.3000000000,750.0541823831,81.2000000000,0.2100000000,56.1000000000
Площадка 21 414,2025-05-08 12:00:00,45.6160000000,30.0580000000,0.4110000000,318.1000000000,0.5480000000,9.5500000000,749.9941774485,80.4750000000,0.3190000000,69.0000000000
Площадка 21 414,2025-05-08 12:20:00,45.7680000000,29.3720000000,0.3820000000,315.1230000000,0.3810000000,9.6000000000,749.9041700465,79.5450000000,0.2370000000,60.5500000000
Площадка 21 414,2025-05-08 12:40:00,45.6340000000,28.7720000000,0.4310000000,311.1150000000,0.4970000000,9.6650000000,749.8216632614,79.1050000000,0.3540000000,145.8500000000
Площадка 21 414,2025-05-08 13:00:00,46.5250000000,29.3220000000,0.4220000000,312.4650000000,0.4110000000,9.6300000000,749.8216632614,78.1100000000,0.2280000000,56.6500000000
Площадка 21 414,2025-05-08 13:20:00,46.1800000000,29.3080000000,0.2240000000,313.0950000000,0.5060000000,9.7350000000,749.8141626446,77.7000000000,0.9120000000,120.4000000000
Площадка 21 414,2025-05-08 13:40:00,46.9000000000,30.0240000000,0.4250000000,316.0920000000,0.5940000000,10.1050000000,749.8066620277,75.8250000000,0.2260000000,77.3000000000
Площадка 21 414,2025-05-08 14:00:00,44.7450000000,31.8360000000,0.4450000000,338.8780000000,0.5380000000,10.3250000000,749.7541577099,75.1750000000,0.2240000000,184.3000000000
Площадка 21 414,2025-05-08 14:20:00,44.8060000000,30.8860000000,0.3490000000,317.2280000000,0.5820000000,10.7950000000,749.7391564763,73.4850000000,0.5060000000,93.1500000000
Площадка 21 414,2025-05-08 14:40:00,45.3170000000,28.5890000000,0.3870000000,318.1530000000,0.4160000000,10.9950000000,749.7691589436,72.0350000000,0.1530000000,296.8000000000
Площадка 21 414,2025-05-08 15:00:00,45.0440000000,28.5570000000,0.3760000000,313.5570000000,0.5190000000,10.5700000000,749.8066620277,72.6900000000,0.1520000000,334.0000000000
Площадка 21 414,2025-05-08 15:20:00,45.9280000000,26.9570000000,0.3550000000,323.9050000000,0.5340000000,10.3300000000,749.8966694297,73.7500000000,0.2210000000,298.5500000000
Площадка 21 414,2025-05-08 15:40:00,46.8520000000,28.3020000000,0.4450000000,322.0600000000,0.4060000000,10.1700000000,749.9191712802,73.7400000000,0.3360000000,291.3500000000
Площадка 21 414,2025-05-08 16:00:00,46.6290000000,29.3260000000,0.3910000000,314.6550000000,0.5270000000,9.8350000000,749.9266718970,74.1700000000,0.3380000000,297.7500000000
Площадка 21 414,2025-05-08 16:20:00,46.9310000000,25.6640000000,0.3430000000,455.9110000000,0.3870000000,9.6950000000,749.9866768317,75.1320000000,0.2040000000,286.0530000000
Площадка 21 414,2025-05-08 16:40:00,45.5900000000,25.6020000000,0.3900000000,335.8100000000,0.4860000000,9.6150000000,750.0016780653,75.4900000000,0.1850000000,287.0000000000
Площадка 21 414,2025-05-08 17:00:00,44.5590000000,24.6090000000,0.3560000000,342.3900000000,0.5380000000,9.5950000000,749.9941774485,75.7550000000,0.2130000000,286.1000000000
Площадка 21 414,2025-05-08 17:20:00,45.1220000000,22.1200000000,0.3840000000,372.4630000000,0.4020000000,9.5150000000,750.0916854673,76.2750000000,0.1920000000,280.9500000000
Площадка 21 414,2025-05-08 17:40:00,44.7630000000,23.0070000000,0.3290000000,402.1620000000,0.4320000000,9.5000000000,750.1741922524,76.1300000000,0.1940000000,292.3500000000
Площадка 21 414,2025-05-08 18:00:00,44.5370000000,20.4190000000,0.3310000000,406.8590000000,0.4500000000,9.4400000000,750.2116953366,76.6800000000,0.1830000000,282.8000000000
Площадка 21 414,2025-05-08 18:20:00,41.3910000000,22.5750000000,0.3490000000,389.6840000000,0.4930000000,9.2750000000,750.1516904019,77.4500000000,0.2670000000,292.2500000000
Площадка 21 414,2025-05-08 18:40:00,39.7880000000,21.3080000000,0.3630000000,351.5830000000,0.4900000000,9.1150000000,750.0616830000,78.5550000000,0.1840000000,288.7000000000
Площадка 21 414,2025-05-08 19:00:00,38.6710000000,19.2050000000,0.3860000000,390.9270000000,0.5430000000,8.9700000000,750.0616830000,79.3950000000,0.2660000000,282.6000000000
Площадка 21 414,2025-05-08 19:20:00,38.2590000000,21.2320000000,0.3220000000,356.6370000000,0.5600000000,8.8550000000,750.0091786821,79.2950000000,0.2530000000,288.8000000000
Площадка 21 414,2025-05-08 19:40:00,38.5800000000,20.4760000000,0.3840000000,345.6530000000,0.4450000000,8.7750000000,750.0616830000,79.4950000000,0.3330000000,282.5000000000
Площадка 21 414,2025-05-08 20:00:00,38.4110000000,19.8690000000,0.3630000000,422.3520000000,0.4170000000,8.6950000000,749.9941774485,79.6300000000,0.2430000000,281.2500000000
Площадка 21 414,2025-05-08 20:20:00,37.3410000000,21.6510000000,0.3060000000,369.1660000000,0.4910000000,8.5650000000,750.0541823831,80.0650000000,0.5450000000,278.3500000000
Площадка 21 414,2025-05-08 20:40:00,36.2530000000,20.2850000000,0.3490000000,361.9380000000,0.5850000000,8.5000000000,750.1591910187,80.6300000000,0.1550000000,281.4000000000
Площадка 21 414,2025-05-08 21:00:00,36.5560000000,21.4320000000,0.4050000000,343.9170000000,0.6040000000,8.3900000000,750.2191959534,80.5250000000,0.6320000000,285.6000000000
Площадка 21 414,2025-05-08 21:20:00,38.3220000000,24.1800000000,0.3780000000,332.3600000000,0.4020000000,8.0650000000,750.2717002712,79.8700000000,0.9160000000,282.9000000000
Площадка 21 414,2025-05-08 21:40:00,38.4650000000,24.8080000000,0.3570000000,325.5750000000,0.7050000000,7.7400000000,750.3392058227,80.5500000000,0.8370000000,284.6500000000
